RestaurantID,City,Area,RestaurantName,CuisineTypes,AverageMealPrice,AverageRating,TotalRatings,EstimatedOrders,EstimatedRevenue,DeliveryTimeMinutes,DiscountPercentage,DeliveryPartner,Address,LastUpdatedDate
1575,Delhi,Connaught Place,Spice Andhra Junction,"Italian, Biryani",748,3.3,11144,4179,3125892,57,25,Regular Delivery,"34/39, Bir Marg, Sambhal 252835",10-05-2026
1576,Hyderabad,Madhapur,Food Mughlai Palace,"Andhra, Ice Cream, North Indian",157,3.5,1661,438,68766,72,10,Swiggy Genie,"25/418, Gera Nagar, Gopalpur 475139",18-02-2026
1577,Bangalore,Indiranagar,Cafe Ice Cream Point,"Arabian, Biryani, Seafood",501,3.3,530,497,248997,27,40,Swiggy One,"158, Dani Street, Morbi-561794",25-08-2025
1578,Delhi,Rohini,Urban Biryani Zone,"North Indian, Andhra, Biryani, Desserts",908,2.9,1007,591,536628,32,15,Regular Delivery,"17, Gokhale, Mangalore 543321",28-01-2026
1579,Hyderabad,Madhapur,Street South Indian Hub,"South Indian, Healthy Food, Italian, Mughlai",549,3.4,7829,2051,1125999,72,10,Swiggy Genie,"97/248, Grewal Zila, Gaya 567565",11-05-2026
1580,Mumbai,Andheri,Royal Mughlai Corner,"Andhra, North Indian, Mughlai, Bakery",846,4.2,10156,4236,3583656,68,0,Swiggy One,"35/719, Boase Circle, Ajmer-425159",01-12-2025
1581,Bangalore,Jayanagar,Biryani Bakery Hub,"Italian, Andhra, Ice Cream",366,3,7218,2846,1041636,41,20,Regular Delivery,"46/77, Kunda Circle, Bathinda-222687",16-05-2026
1582,Hyderabad,Madhapur,Urban Italian Zone,Healthy Food,127,3.8,12819,1937,245999,49,0,Swiggy One,"60/810, Rege Circle, Lucknow 242360",30-03-2026
1583,Bangalore,Whitefield,Spice Biryani Grill,Andhra,1082,4.8,2583,4960,5366720,28,20,Regular Delivery,"691, Khosla, Allahabad 134923",22-02-2026
1584,Mumbai,Powai,Tandoori Healthy Food Factory,"Healthy Food, Mughlai, South Indian, Ice Cream",584,2.9,14440,137,80008,46,10,Swiggy Genie,"53/79, Balakrishnan Marg, Tadepalligudem 351590",01-07-2025
1585,Chennai,OMR,Biryani Italian Zone,Bakery,184,2.8,10721,1670,307280,36,25,Swiggy Genie,"06/25, Dey Zila, Chennai 592047",02-03-2026
1586,Hyderabad,Banjara Hills,Royal Mughlai Grill,"Burgers, Andhra",197,4.5,6348,4597,905609,58,40,Swiggy One,"51/81, Bobal Path, Sangli-Miraj & Kupwad 571334",20-10-2025
1587,Mumbai,Powai,Kitchen Bakery Point,"Healthy Food, North Indian, Fast Food, Mughlai",1014,4.1,1989,1243,1260402,35,30,Swiggy Genie,"H.No. 598, Chana Chowk, Secunderabad-316927",16-04-2026
1588,Chennai,Anna Nagar,Street Pizza Treats,Andhra,268,2.8,208,3061,820348,33,20,Swiggy Genie,"H.No. 468, Behl Marg, Eluru 985816",02-04-2026
1589,Delhi,Karol Bagh,Tandoori Biryani Grill,"Arabian, Andhra",574,4,4777,4203,2412522,54,25,Swiggy Genie,"H.No. 813, Krish Chowk, Bihar Sharif-917129",25-08-2025
1590,Hyderabad,Madhapur,Royal Andhra Grill,Arabian,272,4.5,5233,463,125936,74,20,Swiggy Genie,"116, Balan Chowk, Tadepalligudem-581843",03-07-2025
1591,Bangalore,Koramangala,Kitchen Bakery Zone,Mughlai,914,4.3,6673,1973,1803322,65,20,Regular Delivery,"H.No. 56, Dash Path, Eluru-014450",12-07-2025
1592,Delhi,Karol Bagh,Royal Chinese Hub,"Arabian, Ice Cream",787,2.8,1991,4165,3277855,68,25,Swiggy One,"H.No. 968, Sama Marg, Solapur 275853",21-08-2025
1593,Chennai,Velachery,Kitchen Desserts Zone,"Andhra, Healthy Food, South Indian, Burgers",810,3.5,12582,1200,972000,75,10,Regular Delivery,"27/207, Gulati, Suryapet-947534",22-11-2025
1594,Bangalore,Whitefield,Tandoori Bakery Grill,"Seafood, Mughlai, South Indian, Chinese",1139,3.9,5642,1347,1534233,43,25,Swiggy One,"H.No. 732, Lalla Ganj, Silchar 046337",20-08-2025
1595,Bangalore,Jayanagar,Spice Pizza Palace,"Burgers, Biryani, Bakery, Fast Food",719,3.7,12143,2375,1707625,73,30,Swiggy One,"310, Agrawal Zila, Begusarai 977629",04-07-2025
1596,Mumbai,Dadar,Royal Italian Point,"South Indian, Burgers",175,3.8,1051,1083,189525,72,50,Swiggy One,"36/625, Chacko, Allahabad-476333",12-10-2025
1597,Mumbai,Powai,Spice Fast Food Point,"Desserts, Healthy Food, Seafood, Bakery",1116,3.5,3789,1601,1786716,53,0,Swiggy One,"85/65, Bora Zila, Bahraich-695747",28-02-2026
1598,Chennai,Anna Nagar,House Burgers Treats,"Seafood, Bakery, Desserts",222,3.1,2880,3311,735042,41,25,Regular Delivery,"39/40, Reddy Ganj, Berhampore-376454",17-12-2025
1599,Delhi,Dwarka,Express Arabian Hub,"Italian, Chinese",1038,3.7,4157,3728,3869664,28,0,Regular Delivery,"H.No. 64, Mammen Ganj, Malda-740490",28-02-2026
1600,Mumbai,Bandra,Cafe Fast Food Factory,"Healthy Food, South Indian",546,4.3,6618,1213,662298,50,40,Swiggy One,"H.No. 23, Char Zila, Jamshedpur-641620",18-10-2025
1601,Delhi,Saket,Express Healthy Food Grill,"Andhra, Bakery",226,3.7,11057,2236,505336,64,0,Regular Delivery,"H.No. 98, Sodhi Chowk, Khora -250770",24-10-2025
1602,Delhi,Dwarka,Cafe Seafood Factory,"Burgers, North Indian",601,3.3,5732,4379,2631779,70,0,Regular Delivery,"74/377, Sant Road, Rampur 404030",11-02-2026
1603,Hyderabad,Banjara Hills,Royal Seafood Grill,"Andhra, Bakery",1040,3.7,4266,2654,2760160,69,0,Swiggy Genie,"16/23, Raju Path, Bhalswa Jahangir Pur 978606",22-08-2025
1604,Chennai,Adyar,Delight Italian World,"South Indian, Bakery, Desserts, Ice Cream",814,3.5,2651,4886,3977204,47,10,Regular Delivery,"45/78, Varty Road, Durg-916696",21-02-2026
1605,Bangalore,Indiranagar,Kitchen Fast Food Treats,"Pizza, Andhra, Chinese",386,3.8,3429,1522,587492,31,0,Swiggy Genie,"H.No. 49, Sankar, Karaikudi-613763",22-07-2025
1606,Hyderabad,Banjara Hills,Royal Italian Factory,Biryani,1123,3.7,2027,3544,3979912,51,10,Swiggy Genie,"H.No. 909, Choudhary Circle, Secunderabad 669691",17-02-2026
1607,Bangalore,Koramangala,Street Ice Cream Zone,"Bakery, South Indian",947,4,3862,1519,1438493,22,30,Swiggy Genie,"68, Chad Zila, Ranchi-169038",10-03-2026
1608,Mumbai,Lower Parel,Delight Burgers Corner,Fast Food,180,4.7,12286,863,155340,46,0,Swiggy One,"84, Kala Street, Nashik-831584",12-11-2025
1609,Hyderabad,Banjara Hills,Spice Andhra Zone,"Healthy Food, Andhra, South Indian",171,4.6,7432,1849,316179,49,0,Swiggy Genie,"192, Jayaraman Street, Jalgaon-129965",03-06-2025
1610,Mumbai,Bandra,Spice South Indian Palace,"South Indian, Italian, Burgers, Seafood",526,3.2,6820,1583,832658,73,50,Swiggy One,"H.No. 75, Suri Road, Bhatpara-389225",20-12-2025
1611,Chennai,Adyar,Kitchen Burgers Grill,"Biryani, Andhra",690,4.4,7148,4503,3107070,35,0,Swiggy Genie,"H.No. 664, Gaba Nagar, Nangloi Jat-818297",11-06-2025
1612,Delhi,Connaught Place,Biryani Seafood Point,"Seafood, Pizza, North Indian, Chinese",568,4.4,3734,1374,780432,28,50,Swiggy One,"H.No. 715, Seth Street, Panvel 841929",07-11-2025
1613,Hyderabad,Hitech City,Delight Biryani Treats,Burgers,575,3.5,832,567,326025,39,40,Swiggy Genie,"H.No. 92, Madan Street, Panvel-139704",13-03-2026
1614,Mumbai,Dadar,Kitchen Burgers Zone,"Mughlai, Seafood, Burgers, Chinese",742,3.5,3415,2249,1668758,57,50,Regular Delivery,"12/286, Jani Chowk, Jalgaon 652410",26-09-2025
1615,Delhi,Karol Bagh,Cafe North Indian Zone,Italian,1010,3.4,95,3056,3086560,46,50,Swiggy One,"46/42, Dixit Nagar, Erode 709909",02-12-2025
1616,Bangalore,Indiranagar,House Biryani Grill,North Indian,471,4,2768,3122,1470462,31,10,Swiggy One,"48, Saraf Circle, Delhi 757678",08-11-2025
1617,Hyderabad,Hitech City,Street South Indian Grill,Ice Cream,581,3.2,2620,2105,1223005,42,20,Swiggy Genie,"H.No. 24, Chada Circle, Dharmavaram 133648",17-07-2025
1618,Hyderabad,Madhapur,Royal South Indian Corner,"Desserts, Burgers",886,4.7,13245,566,501476,41,30,Swiggy Genie,"H.No. 472, Sibal, Kolkata-900273",20-05-2026
1619,Delhi,Saket,Cafe South Indian Junction,"Arabian, Burgers, Mughlai",949,4,13372,1785,1693965,55,25,Regular Delivery,"H.No. 045, Biswas, Ichalkaranji-789358",04-12-2025
1620,Hyderabad,Gachibowli,Tandoori Mughlai Corner,"Burgers, Pizza",993,3.1,13351,2921,2900553,54,0,Regular Delivery,"12, Boase, Darbhanga-628185",25-07-2025
1621,Delhi,Saket,Street Ice Cream Point,Pizza,451,4.6,992,4982,2246882,48,30,Swiggy One,"H.No. 78, Kari Chowk, Raiganj 741069",06-03-2026
1622,Chennai,OMR,Urban Desserts World,"South Indian, Healthy Food",942,3.2,7932,4896,4612032,49,25,Swiggy One,"H.No. 94, Varughese Path, Kadapa-434652",20-09-2025
1623,Chennai,Velachery,Food Burgers Grill,North Indian,669,4.1,9329,2880,1926720,33,50,Regular Delivery,"H.No. 91, Ramakrishnan Street, Naihati 783446",19-07-2025
1624,Bangalore,Jayanagar,Kitchen Chinese Junction,"Burgers, Fast Food",324,3.8,3853,1129,365796,66,40,Swiggy One,"754, Batta Marg, Tiruppur-359786",16-07-2025
1625,Chennai,Adyar,Express Mughlai Palace,"Pizza, Seafood, Andhra",904,3,14889,3567,3224568,29,0,Swiggy Genie,"540, Magar Road, Burhanpur-902576",14-09-2025
1626,Mumbai,Bandra,Delight Burgers Zone,North Indian,670,3.5,2301,1645,1102150,37,0,Swiggy Genie,"80/066, Mall Chowk, Tirunelveli 656055",27-03-2026
1627,Bangalore,BTM Layout,Biryani North Indian Factory,"Desserts, Andhra, Burgers",312,3.4,11843,902,281424,69,15,Regular Delivery,"H.No. 11, Ramaswamy Zila, Hospet 194528",18-02-2026
1628,Bangalore,Koramangala,Kitchen Healthy Food Grill,"South Indian, Ice Cream",1064,4.1,4325,3146,3347344,49,15,Regular Delivery,"180, Kadakia Circle, Satara 948823",26-01-2026
1629,Chennai,Velachery,Express Desserts Palace,"Chinese, Ice Cream",778,4.3,8892,4919,3826982,70,10,Swiggy Genie,"H.No. 67, Acharya Ganj, Deoghar-077315",15-10-2025
1630,Bangalore,Koramangala,House Mughlai Grill,"Healthy Food, North Indian, Fast Food, Desserts",526,4.8,14478,4904,2579504,35,15,Regular Delivery,"H.No. 79, Raju Road, Satna-310166",05-07-2025
1631,Delhi,Dwarka,Delight South Indian Corner,"Biryani, Burgers, Andhra",816,3.8,8944,3629,2961264,62,25,Swiggy One,"93/91, Arya Marg, Erode-537673",14-12-2025
1632,Bangalore,Jayanagar,Express Fast Food Zone,"Bakery, Healthy Food, Ice Cream",471,4.8,5303,3994,1881174,64,40,Swiggy Genie,"95/59, Rattan Nagar, Bhilwara-036373",10-03-2026
1633,Mumbai,Bandra,Food Healthy Food Corner,Ice Cream,464,3.6,3600,3137,1455568,75,30,Swiggy Genie,"H.No. 736, Lal Street, Karawal Nagar 062529",04-11-2025
1634,Delhi,Dwarka,Urban Bakery Hub,"Burgers, Chinese",337,3.9,5828,1456,490672,66,40,Swiggy One,"619, Jain Chowk, Guntakal-981540",19-05-2026
1635,Mumbai,Bandra,Urban North Indian Point,"Fast Food, Arabian, Mughlai, Pizza",467,4.5,4075,2434,1136678,37,10,Regular Delivery,"915, Buch Chowk, Mau 696936",16-01-2026
1636,Delhi,Saket,Delight Andhra Treats,North Indian,468,4.5,7314,3437,1608516,22,15,Swiggy One,"58/444, Dora Chowk, Thiruvananthapuram-774685",07-08-2025
1637,Bangalore,Koramangala,Food Fast Food Corner,"South Indian, Arabian, Burgers",256,3.8,4720,233,59648,61,0,Regular Delivery,"08/290, Sachar Zila, Ozhukarai-042085",23-07-2025
1638,Hyderabad,Hitech City,Cafe Chinese Grill,South Indian,569,3.3,12551,1181,671989,32,15,Swiggy Genie,"42, Kurian Ganj, Chittoor 079259",04-06-2025
1639,Chennai,Adyar,Delight Desserts Treats,Chinese,131,4.3,6929,3859,505529,21,15,Swiggy One,"H.No. 28, Walia Path, Udupi-287453",25-10-2025
1640,Bangalore,Koramangala,Cafe Andhra Hub,"Ice Cream, Fast Food, South Indian, Seafood",1090,4.8,14309,2385,2599650,28,40,Swiggy Genie,"75/07, Sekhon, Lucknow 174159",12-03-2026
1641,Delhi,Karol Bagh,Delight Seafood Junction,North Indian,1068,3.2,4496,3722,3975096,47,10,Swiggy One,"891, Roy Zila, Chennai-191872",28-02-2026
1642,Hyderabad,Gachibowli,Tandoori Andhra Point,Fast Food,145,4.2,13035,2399,347855,59,25,Regular Delivery,"079, Randhawa Nagar, Kirari Suleman Nagar 155782",08-01-2026
1643,Bangalore,Whitefield,Royal Mughlai Factory,"Pizza, Biryani, Bakery",685,4.7,4763,3846,2634510,27,20,Swiggy Genie,"H.No. 34, Vohra Marg, Khandwa-410121",16-09-2025
1644,Mumbai,Dadar,Spice Andhra Junction,"Bakery, Desserts, Fast Food, Mughlai",634,4.1,3000,2352,1491168,59,0,Swiggy One,"12/723, Gara Path, Nadiad 600580",02-10-2025
1645,Bangalore,Whitefield,Express Italian Hub,"Seafood, South Indian, Ice Cream",297,4.6,8150,1492,443124,59,20,Swiggy One,"02, Dixit Road, Bally-879975",01-04-2026
1646,Hyderabad,Madhapur,Tandoori Italian Palace,"Arabian, Ice Cream",666,4.4,1324,1458,971028,69,50,Swiggy Genie,"87, Cherian Road, Raiganj 535702",04-03-2026
1647,Chennai,T Nagar,Food Ice Cream World,"Seafood, Mughlai, Biryani, Ice Cream",142,3.1,14372,1926,273492,38,30,Swiggy One,"77, Cheema Nagar, Raebareli 013463",18-07-2025
1648,Hyderabad,Banjara Hills,Cafe Italian Corner,Ice Cream,525,3.9,12074,597,313425,65,25,Regular Delivery,"256, Sura, Panchkula-387880",09-11-2025
1649,Bangalore,BTM Layout,Biryani Seafood World,"Desserts, Ice Cream, Andhra",668,3.2,6453,2000,1336000,66,25,Swiggy One,"H.No. 565, Sagar Marg, Ranchi-974367",30-03-2026
1650,Delhi,Rohini,Delight Desserts World,South Indian,279,3.3,7051,4083,1139157,23,25,Regular Delivery,"75, Tripathi Zila, Bhilai 454335",19-10-2025
1651,Mumbai,Andheri,Express Ice Cream Palace,"Desserts, Healthy Food, Ice Cream",554,3.8,6541,754,417716,66,40,Regular Delivery,"575, Anne Ganj, Bally-686107",17-06-2025
1652,Mumbai,Powai,Urban Mughlai Junction,"Ice Cream, Italian, Fast Food, Desserts",947,4,13306,3092,2928124,70,10,Regular Delivery,"465, Bhatti Ganj, Eluru-519260",13-12-2025
1653,Chennai,Anna Nagar,Kitchen Healthy Food Corner,"South Indian, North Indian, Chinese",345,2.8,8520,415,143175,39,30,Regular Delivery,"98/317, Varty Road, Thrissur-395910",26-08-2025
1654,Mumbai,Lower Parel,Food Andhra Hub,"North Indian, Pizza, Biryani, Burgers",811,4.7,3783,3718,3015298,65,20,Swiggy One,"46/305, Dugar Path, Panihati-783845",08-04-2026
1655,Mumbai,Lower Parel,Food Healthy Food World,"Fast Food, North Indian",552,2.8,6678,4569,2522088,50,10,Swiggy Genie,"497, Venkatesh Marg, Ulhasnagar-045392",11-07-2025
1656,Hyderabad,Gachibowli,Delight Ice Cream Point,"Andhra, Italian, Healthy Food, Desserts",153,4.4,7457,2775,424575,52,40,Swiggy Genie,"H.No. 646, Sahota Street, Munger-620984",18-09-2025
1657,Delhi,Karol Bagh,Kitchen Fast Food Grill,Mughlai,969,3.2,11186,4299,4165731,72,15,Regular Delivery,"835, Arya Marg, Bhilwara 242892",06-03-2026
1658,Delhi,Rohini,House Seafood Hub,"Mughlai, North Indian, Bakery, Burgers",739,4,2327,3810,2815590,73,10,Swiggy Genie,"69/625, Hans Marg, Coimbatore 241376",15-12-2025
1659,Chennai,OMR,House Italian Hub,"Chinese, Ice Cream, Andhra, Fast Food",953,3.6,3110,651,620403,73,0,Swiggy One,"H.No. 999, Karpe Road, Serampore-105552",24-03-2026
1660,Hyderabad,Hitech City,Tandoori Burgers Zone,Healthy Food,284,4.2,9333,4098,1163832,72,15,Swiggy Genie,"87, Gupta Path, Gaya-424638",11-01-2026
1661,Delhi,Saket,Tandoori Italian Point,"Seafood, Italian, Mughlai, Biryani",1057,4.3,149,2602,2750314,54,40,Regular Delivery,"H.No. 06, Brahmbhatt Street, Katni 366412",24-05-2026
1662,Chennai,Velachery,Cafe Desserts Point,"Arabian, Chinese, North Indian, Biryani",606,4.8,5005,1005,609030,63,0,Swiggy One,"83, Master Road, Nagpur-553187",10-06-2025
1663,Chennai,OMR,Urban Chinese Grill,"Italian, North Indian, Fast Food, Arabian",816,4.5,7245,3093,2523888,32,0,Swiggy One,"49/731, Reddy Chowk, Erode-667320",10-10-2025
1664,Delhi,Rohini,Express Ice Cream Junction,"Ice Cream, Biryani",231,4.3,12875,3896,899976,75,10,Regular Delivery,"076, Subramanian Path, Mirzapur 494635",21-10-2025
1665,Delhi,Connaught Place,Food Mughlai Palace,"Healthy Food, Ice Cream, Andhra, North Indian",574,4.2,5681,923,529802,61,0,Swiggy One,"669, Bedi Ganj, Nashik 151156",03-07-2025
1666,Chennai,OMR,Spice Fast Food World,"Chinese, Burgers",214,3,941,3457,739798,58,15,Regular Delivery,"45, Sanghvi Path, Anantapuram 838402",05-04-2026
1667,Chennai,Anna Nagar,House South Indian Zone,"South Indian, Biryani, North Indian, Ice Cream",254,3.8,6638,5000,1270000,29,15,Swiggy One,"H.No. 21, Bala Chowk, Hajipur-922894",09-06-2025
1668,Delhi,Saket,Biryani North Indian Hub,"Arabian, Andhra, Ice Cream",1057,3.1,8367,4708,4976356,62,30,Swiggy Genie,"424, Ramanathan Path, Madhyamgram-587539",06-05-2026
1669,Mumbai,Powai,Food North Indian Treats,Chinese,350,4.3,14542,1484,519400,44,10,Swiggy One,"H.No. 332, Bawa Marg, Mira-Bhayandar-451808",26-06-2025
1670,Mumbai,Dadar,Spice Pizza Hub,"North Indian, Ice Cream",611,4.1,7525,3531,2157441,23,15,Swiggy Genie,"42, Shenoy Street, Machilipatnam 322516",07-01-2026
1671,Chennai,T Nagar,Delight Mughlai Corner,"Fast Food, Burgers, Mughlai",638,3.5,8601,128,81664,63,50,Swiggy Genie,"22/427, Kumer Street, Dhule 460512",26-10-2025
1672,Hyderabad,Madhapur,House Bakery Junction,"Pizza, Healthy Food, Chinese",955,4.1,9643,1905,1819275,25,15,Swiggy One,"H.No. 56, Solanki Path, Dibrugarh 714275",23-10-2025
1673,Chennai,Velachery,Express Ice Cream Grill,Burgers,1044,3.7,13425,2127,2220588,65,0,Regular Delivery,"H.No. 00, Biswas Road, Srinagar-322481",14-11-2025
1674,Mumbai,Dadar,Street Desserts Treats,Pizza,771,3.1,12581,424,326904,64,25,Swiggy One,"88/909, Sangha Path, Ichalkaranji-723642",10-09-2025
1675,Chennai,Velachery,Cafe Italian Factory,"Ice Cream, Healthy Food, Mughlai, South Indian",690,4.2,4032,2308,1592520,75,40,Regular Delivery,"520, Hora, Baranagar-565811",02-07-2025
1676,Delhi,Saket,Cafe Italian World,Bakery,629,3.9,4579,3447,2168163,65,40,Swiggy Genie,"H.No. 958, Ravi Zila, Mathura 070412",19-08-2025
1677,Hyderabad,Gachibowli,Food Mughlai World,"Andhra, North Indian",955,3.4,1257,4843,4625065,28,30,Swiggy One,"H.No. 792, Sule Ganj, Bhiwani 208580",08-11-2025
1678,Delhi,Dwarka,Spice Ice Cream Corner,"Pizza, Bakery",1194,3.6,2766,170,202980,46,15,Swiggy One,"H.No. 69, Raj Road, Bardhaman 023489",29-01-2026
1679,Mumbai,Dadar,Delight Andhra Corner,Italian,507,4.7,6226,4896,2482272,59,15,Regular Delivery,"H.No. 955, Dayal Path, Raurkela Industrial Township-425893",11-01-2026
1680,Delhi,Rohini,Express Healthy Food Treats,"Fast Food, Burgers",1174,3.8,8167,3128,3672272,48,15,Swiggy One,"96/54, Johal, Muzaffarpur 319051",03-02-2026
1681,Bangalore,Koramangala,Street Burgers Hub,Desserts,1191,4.8,13279,863,1027833,36,20,Swiggy One,"14, Chatterjee Path, Gandhidham-968336",01-11-2025
1682,Hyderabad,Hitech City,Urban Mughlai Hub,"Chinese, Healthy Food",180,2.8,1139,486,87480,38,25,Regular Delivery,"18/934, Balan Chowk, Ongole-227506",14-12-2025
1683,Mumbai,Dadar,Street Desserts Hub,"Chinese, Mughlai",702,4.3,9290,2541,1783782,24,20,Swiggy Genie,"H.No. 617, Kanda Ganj, Aligarh 824519",23-10-2025
1684,Bangalore,Indiranagar,Kitchen Pizza Hub,"Seafood, Chinese, Healthy Food, Ice Cream",1010,4.2,13694,2514,2539140,62,40,Swiggy Genie,"30/38, Jha Marg, Deoghar 865756",21-02-2026
1685,Hyderabad,Kukatpally,Delight Pizza Hub,Seafood,1182,3.2,5568,333,393606,73,20,Regular Delivery,"21, Kadakia Road, Arrah-643712",08-04-2026
1686,Mumbai,Dadar,Delight Mughlai Corner,"Biryani, Arabian, Pizza, Ice Cream",189,4.2,14096,4454,841806,43,40,Swiggy Genie,"H.No. 83, Dalal Street, Sirsa-726248",04-09-2025
1687,Bangalore,BTM Layout,Kitchen Andhra Treats,"Bakery, Biryani, Seafood, North Indian",325,4.8,7105,4014,1304550,56,30,Swiggy Genie,"14/619, Zachariah Path, Bellary 843992",08-01-2026
1688,Chennai,Anna Nagar,Kitchen Ice Cream Point,"Desserts, Mughlai, Pizza",454,3.5,1238,4029,1829166,62,20,Regular Delivery,"63/55, Salvi Street, Kolkata-095765",04-12-2025
1689,Delhi,Karol Bagh,Kitchen Healthy Food Junction,"Biryani, North Indian, Italian, Desserts",467,3,5778,3512,1640104,23,20,Swiggy Genie,"44, Gola Nagar, Adoni 569652",30-03-2026
1690,Delhi,Saket,Cafe Seafood Grill,Pizza,265,4,8498,1800,477000,50,20,Swiggy One,"10/315, Singhal Path, Agra 573678",13-04-2026
1691,Bangalore,Indiranagar,Street Ice Cream World,"Burgers, Mughlai, Pizza",706,4,51,4121,2909426,69,25,Swiggy One,"H.No. 06, Kala Ganj, Guna-155341",12-10-2025
1692,Bangalore,Whitefield,Royal North Indian World,"Pizza, Mughlai, Biryani, Burgers",966,3.5,12786,3940,3806040,68,10,Regular Delivery,"72, Roy Nagar, Kozhikode 914461",31-08-2025
1693,Bangalore,Jayanagar,Tandoori Burgers Zone,"Chinese, Desserts, Bakery",830,3,5811,2175,1805250,44,20,Swiggy Genie,"193, Bandi Chowk, Kakinada 117949",30-12-2025
1694,Delhi,Connaught Place,Express Chinese Point,"North Indian, Burgers, Italian",777,4.7,7453,3294,2559438,36,25,Regular Delivery,"89/442, Hayre Marg, Madanapalle 239384",27-08-2025
1695,Chennai,Velachery,Spice Healthy Food World,Mughlai,125,2.9,235,183,22875,57,20,Regular Delivery,"H.No. 54, Kanda Path, Gaya 044029",11-01-2026
1696,Chennai,T Nagar,Spice Desserts Grill,"Biryani, Ice Cream, Pizza",426,3.2,13227,1792,763392,54,0,Regular Delivery,"05/87, Khatri Path, Kavali-053645",13-09-2025
1697,Mumbai,Dadar,Express Bakery Zone,"South Indian, Biryani",937,4.2,4616,3723,3488451,60,0,Regular Delivery,"H.No. 837, Chahal Road, Sambalpur 181380",18-03-2026
1698,Delhi,Connaught Place,Urban Seafood Point,"Mughlai, Burgers",902,3.4,7215,1748,1576696,65,20,Regular Delivery,"99, Chhabra Road, Kharagpur-016673",02-12-2025
1699,Hyderabad,Kukatpally,Delight Italian Palace,"Pizza, Biryani, North Indian, Italian",659,4.6,8293,3618,2384262,52,0,Swiggy One,"H.No. 620, Date Road, Baranagar 665032",16-08-2025
1700,Bangalore,Jayanagar,House Biryani Grill,"South Indian, Arabian, Chinese, North Indian",309,3.9,11893,1901,587409,72,25,Swiggy Genie,"76, Ramakrishnan Path, Thane 901495",23-07-2025
1701,Bangalore,Indiranagar,Royal Biryani Factory,"Mughlai, Fast Food",684,4,9239,1415,967860,23,30,Swiggy One,"11/60, Tripathi Road, Howrah-584976",09-11-2025
1702,Hyderabad,Gachibowli,Delight Mughlai Hub,Biryani,724,4.9,13136,1282,928168,63,15,Swiggy Genie,"07/79, Sundaram Chowk, Danapur 891802",11-02-2026
1703,Chennai,Velachery,Biryani Ice Cream Palace,"North Indian, Desserts, Italian, Pizza",1103,4.3,12992,1691,1865173,23,15,Swiggy Genie,"35, Bhakta Chowk, Bhind 031694",14-08-2025
